"Created Date","Changed Date",Name,Description,Keywords,Reference,Visible,Private,Schedule,Labels,"Marker Feeds",Category,"Marker Instance ID","Category ID","Marker ID",Latitude,Longitude
"2017-03-31 18:05:40","2017-05-12 15:40:01","Economics Computer Lab Room 6","Windows 7 Lab. 10 computers. Economics, Room 6.    Address  1445 Central Campus Mall  Nearest bus stopLocation: Broadway &amp; Euclid Ave Routes: 204225/225D/225EABDashFF1FF2FF5GSSkip","ECON 6",,1,0,,,,"Computer labs",193850,21001,136213,40.007908,-105.274529
"2017-03-31 18:07:06","2017-05-12 15:40:06","Economics Computer Lab Room 7","Windows 7 Lab. 14 computers. Economics, Room 7.Address1445 Central Campus MallNearest bus stopLocation: Broadway &amp; Euclid AveRoutes: 204225/225D/225EABDashFF1FF2FF5GSSkip","ECON 7",,1,0,,,,"Computer labs",193851,21001,136214,40.007946,-105.274544
"2017-03-31 18:07:10","2017-06-29 21:49:16",Education,"This building is a classroom and research complex for the School of Education.  Address1500 Central Campus MallNearest bus stopLocation:Broadway &amp; Euclid AveRoutes: 204225/225D/225EABDashFF1FF2FF5GSSkip",EDUC,,1,0,,,,"Academic & Research",193852,2732,136215,40.007484,-105.273575
"2017-03-31 18:07:14","2017-06-09 21:27:26","Ekeley Science","This building is a classroom and research complex for the sciences. Originally constructed in 1896, it has been added onto and remodeled throughout CU's history to accommodate the growing interest in and dedication to the sciences.Address 1601 Central Campus MallNearest bus stopLocation: Euclid and 18th St. Routes:  HopStampede",EKLC,,1,0,,,,"Academic & Research",193853,2732,136216,40.008244,-105.271767
"2017-03-31 18:07:18","2017-06-09 16:51:44","Engineering Center","The Engineering Center at CU-Boulder is located at the corner of Colorado Avenue and Regent Drive, where it marks the eastern gateway to the Boulder campus. The center comprises 660,000 square feet of classrooms, computing facilities, faculty offices, and research laboratories in an architecturally distinctive and thoroughly modern building. The center is home to the nation's largest geotechnical centrifuge, ion-implantation and microwave-propagation facilities, several clean rooms, low-turbulence wind tunnels, spectrometers, electron and other microscopes, and a structural analysis facility. Address1111 Engineering DriveNearest bus stopLocation: Regent Drive &amp; Engineering Drive Routes: 209/209GDepartments: Computer ScienceElectrical EngineeringCivil, Environmental and Architectural EngineeringEngineering Dean's officeIntegrated Teaching and Learning Laboratory (ITLL)Discovery Learning Center (DLC)Leonard H. Gemmill Engineering LibraryMechanical engineering","EC,civil engineering,mechanical engineering,aerospace engineering,computer science,engineering dean,electrical engineering,environmental engineering",,1,0,,,,"Academic & Research",193854,2732,136217,40.007172,-105.262894
"2017-03-31 18:07:22","2017-05-11 21:47:21","Chemical Engineering","The Engineering Center at CU-Boulder is located at the corner of Colorado Avenue and Regent Drive, where it marks the eastern gateway to the Boulder campus. The center comprises 660,000 square feet of classrooms, computing facilities, faculty offices, and research laboratories in an architecturally distinctive and thoroughly modern building. The center is home to the nation's largest geotechnical centrifuge, ion-implantation and microwave-propagation facilities, several clean rooms, low-turbulence wind tunnels, spectrometers, electron and other microscopes, and a structural analysis facility.Address 1111 Engineering DriveNearest bus stopLocation: Regent Drive &amp; Engineering Drive Routes: 209/209G Departments: Computer ScienceElectrical EngineeringCivil, Environmental and Architectural EngineeringEngineering Dean's officeIntegrated Teaching and Learning Laboratory (ITLL)Discovery Learning Center (DLC)Leonard H. Gemmill Engineering LibraryMechanical engineering",,,1,0,,,,"Academic & Research",193855,2732,136218,40.006699,-105.263100
"2017-03-31 18:07:25","2017-05-11 21:47:26","Civil Engineering","The Engineering Center at CU-Boulder is located at the corner of Colorado Avenue and Regent Drive, where it marks the eastern gateway to the Boulder campus. The center comprises 660,000 square feet of classrooms, computing facilities, faculty offices, and research laboratories in an architecturally distinctive and thoroughly modern building. The center is home to the nation's largest geotechnical centrifuge, ion-implantation and microwave-propagation facilities, several clean rooms, low-turbulence wind tunnels, spectrometers, electron and other microscopes, and a structural analysis facility. Address1111 Engineering DriveNearest bus stopLocation: Regent Drive &amp; Engineering Drive Routes: 209/209GDepartments: Computer ScienceElectrical EngineeringCivil, Environmental and Architectural EngineeringEngineering Dean's officeIntegrated Teaching and Learning Laboratory (ITLL)Discovery Learning Center (DLC)Leonard H. Gemmill Engineering LibraryMechanical engineering",,,1,0,,,,"Academic & Research",193856,2732,136219,40.007305,-105.262733
"2017-03-31 18:07:30","2017-06-09 16:51:35","Aerospace Engineering Wing","The Engineering Center at CU-Boulder is located at the corner of Colorado Avenue and Regent Drive, where it marks the eastern gateway to the Boulder campus. The center comprises 660,000 square feet of classrooms, computing facilities, faculty offices, and research laboratories in an architecturally distinctive and thoroughly modern building. The center is home to the nation's largest geotechnical centrifuge, ion-implantation and microwave-propagation facilities, several clean rooms, low-turbulence wind tunnels, spectrometers, electron and other microscopes, and a structural analysis facility. Address1111 Engineering DriveNearest bus stopLocation: Regent Drive &amp; Engineering Drive Routes: 209/209GDepartments: Computer ScienceElectrical EngineeringCivil, Environmental and Architectural Engineering Engineering Dean's officeIntegrated Teaching and Learning Laboratory (ITLL)Discovery Learning Center (DLC)Leonard H. Gemmill Engineering LibraryMechanical engineering",,,1,0,,,,"Academic & Research",193857,2732,136220,40.007988,-105.263092
"2017-03-31 18:07:33","2017-05-11 22:16:55","Electrical Engineering Wing","The Engineering Center at CU-Boulder is located at the corner of Colorado Avenue and Regent Drive, where it marks the eastern gateway to the Boulder campus. The center comprises 660,000 square feet of classrooms, computing facilities, faculty offices, and research laboratories in an architecturally distinctive and thoroughly modern building. The center is home to the nation's largest geotechnical centrifuge, ion-implantation and microwave-propagation facilities, several clean rooms, low-turbulence wind tunnels, spectrometers, electron and other microscopes, and a structural analysis facility. Address1111 Engineering DriveNearest bus stop Location: Regent Drive &amp; Engineering Drive Routes:209/209GDepartments: Computer ScienceElectrical EngineeringCivil, Environmental and Architectural EngineeringEngineering Dean's officeIntegrated Teaching and Learning Laboratory (ITLL)Discovery Learning Center (DLC)Leonard H. Gemmill Engineering LibraryMechanical engineering",,,1,0,,,,"Academic & Research",193858,2732,136221,40.007626,-105.262558
"2017-03-31 18:07:37","2017-05-11 22:24:00","Mechanical Engineering Wing","The Engineering Center at CU-Boulder is located at the corner of Colorado Avenue and Regent Drive, where it marks the eastern gateway to the Boulder campus. The center comprises 660,000 square feet of classrooms, computing facilities, faculty offices, and research laboratories in an architecturally distinctive and thoroughly modern building. The center is home to the nation's largest geotechnical centrifuge, ion-implantation and microwave-propagation facilities, several clean rooms, low-turbulence wind tunnels, spectrometers, electron and other microscopes, and a structural analysis facility. Address1111 Engineering DriveNearest bus stop Location: Regent Drive &amp; Engineering Drive Routes:209/209G Departments: Computer ScienceElectrical EngineeringCivil, Environmental and Architectural EngineeringEngineering Dean's officeIntegrated Teaching and Learning Laboratory (ITLL)Discovery Learning Center (DLC)Leonard H. Gemmill Engineering LibraryMechanical engineering",,,1,0,,,,"Academic & Research",193859,2732,136222,40.007729,-105.263542
"2017-03-31 18:07:41","2017-05-11 22:15:59","Computer Science Wing","The Engineering Center at CU-Boulder is located at the corner of Colorado Avenue and Regent Drive, where it marks the eastern gateway to the Boulder campus. The center comprises 660,000 square feet of classrooms, computing facilities, faculty offices, and research laboratories in an architecturally distinctive and thoroughly modern building. The center is home to the nation's largest geotechnical centrifuge, ion-implantation and microwave-propagation facilities, several clean rooms, low-turbulence wind tunnels, spectrometers, electron and other microscopes, and a structural analysis facility. Address1111 Engineering DriveNearest bus stop:Location: Regent Drive &amp; Engineering Drive Routes: 209/209GDepartments: Computer ScienceElectrical EngineeringCivil, Environmental and Architectural EngineeringEngineering Dean's officeIntegrated Teaching and Learning Laboratory (ITLL)Discovery Learning Center (DLC)Leonard H. Gemmill Engineering LibraryMechanical engineering",,,1,0,,,,"Academic & Research",193860,2732,136223,40.006729,-105.263687
"2017-03-31 18:07:45","2017-06-29 14:44:04","Environmental Design","The Environmental Design building is the main building for the Program in Environment Design and holds offices, classrooms and working spaces.Address1060 18th StreetNearest bus stop Location: Euclid and 18th St. Routes: Hop JStampedeDepartmentsProgram in Environmental Design",ENVD,,1,0,,,,"Academic & Research",193861,2732,136224,40.007126,-105.269218
"2017-03-31 18:07:49","2017-06-22 18:57:34","Environmental Health and Safety Center","Environmental Health and Safety is committed to supporting the core mission of the University of Colorado Boulder: research, teaching, and service. To support this mission, we provide comprehensive services and support that allow the university to maintain its high standards of health and safety for laboratories, work areas, and classrooms. By offering accessible information about environmental health and safety, the department hopes to contribute to the success of the University of Colorado Boulder as a bastion of research and education. Address1000 Regent DriveNearest bus stopLocation: Colorado Ave &amp; 28th Street Nearside Routes: 209/209GJStampedeDepartmentsEmergency ManagementEnvironment Health and Safety","EHSC,emergency management",,1,0,,,,"Administrative Offices",193862,20986,136225,40.006203,-105.259979
"2017-03-31 18:07:53","2017-05-12 15:40:23","Environmental Design Computer Lab","Environmental Design Room 211. Windows 7 Lab. computers.  Address  1000 Regent Drive  Nearest bus  stopLocation: Colorado Ave &amp; 28th Street Routes:  209/209GJStampedeDepartments Emergency ManagementEnvironment Health and Safety","ENVD 211",,1,0,,,,"Computer labs",193863,21001,136226,40.005779,-105.259750
"2017-03-31 18:07:57","2017-06-12 16:24:57","Euclid Parking Garage","Payment required at all times. Time limit 24 hours.Open 24/7, Euclid AutoPark (EAP) is located between Broadway and 18th Street (east of the UMC) and is a ""Pay by Plate"" paystation lot. You will need to have your license plate number to pay at any of the paystations located at each pedestrian exit. ADA spots.Address1725 Euclid AvenueNearest bus stopLocation: Euclid and 18th St.Routes: HopStampede","EPRK,ADA",,1,0,,,,"Short-term Pay",193864,20992,136227,40.006100,-105.270569
"2017-03-31 18:08:01","2017-05-11 23:11:06","Faculty-Staff Court Housing","The Faculty-Staff Court is located on the corner of 19th Street and Athens Streets. Offering furnished and unfurnished one- and two-bedroom apartments for new faculty, staff, and visiting scholars. Contact graduatefamilyhousing@colorado.edu for more information.Address1740 AthensNearest bus stopLocation: Arapahoe Ave &amp; 16th St Routes: Jump",FACT,,1,0,,,,Housing,193866,20810,136228,40.012566,-105.271614
